state,1914,1916,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1932,1933,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016555606142129878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146177459435755,0.013804210284136661,0.023928597066353998,0.029657343614545785,0.011199964160114689,0.0137858143969855,0.03975864165770148,0.02838020008041057,0.023801589946208405,0.04260254195166978,0.03854678616170377,0.04792140888942135,0.04505359005975529,0.03871467286101432,0.05955516870146826,0.051888016226797805,0.08972959864193039,0.08819854472401205,0.10093873019077419,0.09011792574282919,0.13740893417334268,0.1301100731218611,0.18973852471799135,0.18658187265130213,0.20553359683794467,0.24608068128404345,0.2468923147589929,0.4289374442237384,0.47380889707817847,0.5186329069665803,0.6481299626834264,0.6223248479387249,0.5824514864046596,0.6084696529582633,0.669453334204167,0.6625634816533819,0.6118239345523196,0.5161879345459653,0.5311946672221644,0.5663430420711975,0.501810100720456,0.42924862827068794,0.44363463518973306,0.35568489551756194,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731957253696384,0.0,0.0,0.0,0.0,0.0,0.0,0.08032128514056225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09312721177127957,0.0,0.13544891640866874,0.23942537909018355,0.31007751937984496,0.38284839203675347,0.48021513638109875,0.5885703436491361,0.5839141081182897,0.3661591828868761,0.627327974906881,0.7735025783419278,0.4792665138570536,0.502411575562701,0.5711954304365565,0.5435918879364416,0.48500881834215165,0.6153088850603003,0.3641092327698309,0.3577325261419923,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018947767321417293,0.015356265356265357,0.0,0.018328925663114348,0.017639350871887914,0.014939867035183388,0.022144034643111977,0.028508980328803574,0.028872207169191134,0.026191723415400735,0.027213732468076197,0.03472647791804551,0.03226782293032167,0.0,0.03446877534468775,0.040062497496093905,0.03666062445263651,0.029934144881261223,0.03157998618375604,0.0404265968505756,0.025113008538422906,0.030539013589861046,0.03701989819527996,0.032175032175032175,0.045396767750136194,0.07993889115875864,0.10251954821894006,0.1282840722495895,0.1932968030389619,0.2652519893899204,0.25523803369788217,0.2812292273866135,0.33307759959581595,0.3271975430074071,0.3430957154372403,0.3125258713469658,0.36913525870928504,0.2836997788810547,0.31564029889203815,0.24159407762040916,0.25303284697424744,0.2541452822739834,0.204806470847484,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026697814116469216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020025632809996797,0.026543303503716066,0.03305178112376056,0.03498270299685156,0.053757247628921395,0.05025514148755219,0.062126271647122776,0.03885305773564379,0.05570808961044128,0.047709923664122134,0.06420803403025803,0.050854751007315256,0.05889050292489498,0.08153281695882593,0.08885127988153163,0.10269136964614264,0.08380750738829341,0.20713970912296167,0.14260403612635583,0.2092688668962811,0.27562672266701665,0.23530456402060027,0.21236023229609086,0.28576531523486337,0.29210857451015637,0.5120833707663283,0.6316638294059672,0.6538895152198422,0.8771929824561403,0.7374763917618491,0.8177460287621017,0.7774825312469245,0.7566204287515763,0.6362672322375398,0.6214937850621494,0.5496354458777342,0.39922373163293595,0.5234708392603129,0.4693719921573287,0.3963510537905002,0.2823004201680672,0.37946736580654067,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015657734451086803,0.0,0.002185983473964937,0.00218350146294598,0.0015909228306971743,0.0016834450018517895,0.001774005847123272,0.0,0.0025021894157387717,0.003799405220382773,0.00406384297310752,0.0048911162279711646,0.0032599969845027894,0.0021340344347796397,0.00533983972265694,0.008578361287897974,0.008656169094328635,0.0072052666707117284,0.01072937555034297,0.012220969087931619,0.008529008469961488,0.01315702914281955,0.011926605504587155,0.014168746759276008,0.014116609072862291,0.009837816566883099,0.014643553797101128,0.01730426217288289,0.01619408612217426,0.013165674453564667,0.008972512707321122,0.01405510052797305,0.018509563660173665,0.018024729929463225,0.02261858601525139,0.017957374324033125,0.019039509626852056,0.020870806958766426,0.018660873440285206,0.02120045453774529,0.023157512938911596,0.02054325496461995,0.041162026886807285,0.06435079083735055,0.06969055692953605,0.10654177919073828,0.14937572221752488,0.15457707258302833,0.15775302755340473,0.19415088928041252,0.23977507127560335,0.2155691829794071,0.22878900195430957,0.22104088912148298,0.22015622231007265,0.21063680649240404,0.20063944802500056,0.1938251215707863,0.18431642206426255,0.1841267405730945,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025085447304882255,0.0,0.0,0.022937752673681797,0.023997440273037542,0.02275427906859151,0.02417561164297457,0.04358897887081603,0.036657731344651404,0.03706019966182568,0.036787529027659624,0.022991148407862972,0.03808798324128738,0.03870249873007426,0.04388638303059856,0.04146948333902522,0.04419129922419719,0.053910997843560085,0.055286105596461695,0.06111535523300229,0.05626022913256956,0.045425867507886436,0.070741012101766,0.058523738691506746,0.06421996527364841,0.07361568013986979,0.0727553827615215,0.13875833669038987,0.14083562470659244,0.18733088184278082,0.25478297123268634,0.3177179962894249,0.3148854961832061,0.35314891112419067,0.452768059271455,0.4807431147808137,0.48866301798279904,0.4889280536683817,0.3978206347833607,0.3780445573127092,0.32085561497326204,0.37306856236413843,0.35311396518858784,0.3537388228358062,0.340954673084637,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012887262230011857,0.0,0.0,0.0,0.0,0.01459342712042496,0.0,0.0,0.01612227130558153,0.0,0.0,0.0,0.0,0.0,0.04459844248516245,0.03569898614879337,0.08860993169651099,0.1362655664483894,0.11533581946099726,0.18807752064764086,0.2674373463313635,0.27960674664020924,0.3279142804359874,0.32914844594912307,0.29942965779467684,0.39807052873132587,0.3605075946933282,0.35252643948296125,0.45908998163640075,0.37492739082219995,0.30881217602294037,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07392075694855116,0.08648025367541078,0.1183256914657595,0.14914243102162564,0.19747835333434605,0.2449479485609308,0.36450079239302696,0.5022601707684581,0.40027845457709715,0.3825421665797253,0.5452562704471101,0.5508072174738842,0.4548762736535662,0.5264147396127091,0.6123230003827019,0.4074149521287432,0.35157108327840036,0.5376344086021506,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007165205760825432,0.006321352263676246,0.0,0.0061091086810434354,0.007173343854237652,0.01005890045041521,0.006113154489602543,0.00775298974667106,0.007378644358565222,0.009815644352435173,0.016190330112309765,0.011391467790624821,0.016745877324487256,0.010756240540270596,0.016859080080630383,0.01044837458119432,0.010933965681015219,0.016318190525516686,0.01820817037020852,0.02497135638532272,0.03143336127409891,0.03345091837975916,0.034709366901147724,0.041640641265875494,0.05318492939507923,0.04116344996310823,0.04111122107939795,0.0383059573424859,0.07799167573995568,0.1375515818431912,0.16152683801910037,0.22317696406632792,0.3195997562254631,0.30531955115172527,0.32752817871744483,0.38322504810440466,0.4453895484151834,0.44136030818685107,0.4432433362882889,0.3842320045664824,0.3788165770134101,0.3473842052649117,0.3077857136833939,0.33714325539254975,0.30296727049098787,0.30617228295578347,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020763401045091185,0.0,0.0,0.007910891715714196,0.015051173991571343,0.01211717306352428,0.01957182861100238,0.014968491325759276,0.008809796493700995,0.014152679102154037,0.01666643518840016,0.022843014740463043,0.023754849948531158,0.030452601794165788,0.020092425155716295,0.04298834104083892,0.042345406185075894,0.04445043103448276,0.04603365872811709,0.051372177909963505,0.05560151344607331,0.07799693300195654,0.08878675510523841,0.11167796136957792,0.08798562488382179,0.10948405638428904,0.1550329445007064,0.2724090326397791,0.2762837987180432,0.4087877118903372,0.5027027666394616,0.4676297612940938,0.5001375378229013,0.5301778277252595,0.590045096303789,0.5362625956839511,0.5500242657764314,0.477107853466181,0.5277790166956574,0.4787065889897485,0.39955954066383514,0.36123890364802697,0.3743509238014732,0.43169849174219893,M
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051276792123884724,0.0,0.06115584547956376,0.0803777755450618,0.06641996394344815,0.05806638923836253,0.10150410630248223,0.053514092044238314,0.091324200913242,0.06622516556291391,0.07958615200955034,0.0,0.09617234083477592,0.08582872401296968,0.0729594163246694,0.13320647002854424,0.14879476242436268,0.08221148905559553,0.1171708564124414,0.13935663685983046,0.14501510574018128,0.15896145184792687,0.08137800081378001,0.12994513427663876,0.09981462997290745,0.07652280379553107,0.12060907583295642,0.23296447291788003,0.2543006731488407,0.2882305844675741,0.4996971532404603,0.3706688154713941,0.47641734159123394,0.4793699708953946,0.46822742474916385,0.5508693406782579,0.5503955968352253,0.4587935429056924,0.3846826368246197,0.46728971962616817,0.3735524841240194,0.4536082474226804,0.5754758742806552,0.3514526710402999,M
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06002851354393337,0.0,0.0,0.03431002538941879,0.0,0.0,0.07434944237918216,0.0,0.0563879490897374,0.04304407713498623,0.0,0.06438557763061074,0.08158825129181398,0.05266853932584269,0.05253940455341507,0.09446925455170044,0.060637560637560636,0.07084661707403471,0.10352859977568803,0.07661530603558356,0.11983223487118035,0.14240241246439939,0.10035122930255895,0.09175077154057887,0.1415015814882637,0.16477179106936893,0.23274478330658105,0.30922930542340626,0.23472341757295986,0.4509669036153787,0.4243710215216732,0.4377880184331797,0.6050928649466342,0.5939716312056738,0.6335697399527187,0.4858068203467327,0.48365254401238156,0.45705579889544845,0.49188391539596654,0.27135678391959794,0.3651157938660547,0.3004339601646823,0.32136524822695034,M
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006878740315046306,0.003619865823640137,0.0038876218121501136,0.0,0.0,0.005368633376026751,0.0,0.009248768757659136,0.005973671044869737,0.007591630986001033,0.0057936168825995955,0.00558039606861097,0.009965618615775574,0.00644805376243937,0.008063629366272038,0.00954282526352879,0.009506329021359991,0.011331701568307496,0.014070634585619812,0.01607576067576652,0.01908329504894512,0.011143846159203772,0.02066851970636448,0.019883936724894687,0.021661189124589187,0.028137310073157007,0.020283500932260907,0.024034417285552914,0.031163633679687053,0.031337880074881044,0.03513203790914186,0.033364473508608036,0.03472045797130904,0.0541792283829248,0.10671145048851101,0.09250195331794628,0.1948381735075488,0.2576097166293117,0.2821622338159128,0.27864268290264366,0.35939555260950173,0.38749959066944645,0.31267347146854574,0.35176112749309246,0.33465777399366164,0.3163361661945231,0.31951193045491266,0.3245732113877392,0.25210084033613445,0.2636689678635726,0.26034612490594433,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01120247350615016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009664503658704957,0.0,0.0,0.0,0.013623978201634877,0.0,0.013169061484884843,0.01688096108938469,0.019335414192194016,0.023089355806972987,0.030331917843833954,0.027158742851969765,0.02889030806191649,0.03789429008836948,0.018692462264591803,0.036369961574344946,0.03637741568776052,0.03592491692362962,0.04863526498850439,0.04936129476171957,0.05295537730706331,0.0631482563187724,0.08260580832213026,0.06783822199250548,0.08677286792514612,0.09482299707213203,0.10624522726518146,0.08292561572269674,0.11540110125622341,0.12191611493980392,0.1630034703964665,0.23290576007230507,0.3249604777797295,0.4198677863140968,0.6390291053592525,0.584124904465553,0.5928443311620882,0.6550998530988208,0.6911383947214567,0.6664261306959272,0.6054929976259447,0.5721027558879836,0.5399616225623632,0.5403809913039529,0.3943014058722745,0.3844352990463047,0.33489618218352313,0.3812592294267687,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01498531439189594,0.020363043984175006,0.0,0.0,0.016146393972012917,0.0,0.01504664459825459,0.043849467357940625,0.03985757559653504,0.052123340283112045,0.03649737499649064,0.05531778612397007,0.04063515878969742,0.016035920461834507,0.05478745689516259,0.04116920543433512,0.04074085681155787,0.06472701381921746,0.07630801897747254,0.05763688760806917,0.07380851961197807,0.04699417995155984,0.08285601066320833,0.09712727408569614,0.09298865538404315,0.12021488410533829,0.10845175766641736,0.12103228829110216,0.15025701858442073,0.23859704934982304,0.40042064390875265,0.48844024747639203,0.6496871138746063,0.6316310944143995,0.6885274119975902,0.6802099977174161,0.7719432002287239,0.6807829003353857,0.6055055207856307,0.6911380740285671,0.5386452563646527,0.4771289285343844,0.467817389901597,0.358729074137342,0.357355568790947,0.3229412495342194,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03329756927744275,0.029534463026544097,0.034381983840467596,0.02923406743324888,0.04133019647739557,0.06767426122264832,0.05461320997172963,0.04587456583000197,0.06035205364626991,0.05749070003381806,0.05257255011916445,0.04188189306156639,0.06253039672062807,0.0810315670800451,0.0775079353362368,0.08960908038681253,0.11160284779680583,0.07425065457813905,0.08365533999920328,0.10204498142781337,0.10578566197412319,0.11154934066371856,0.1224473673816013,0.12555913050302125,0.13938114770419338,0.13930902722496416,0.2727919664742627,0.23858627522342188,0.39612855801037283,0.5953351818626652,0.5817974693844339,0.4660732280819617,0.5885173721609486,0.704575222438011,0.6301317548214627,0.5407200113835792,0.5365926367565956,0.41332602958020015,0.5165603160133698,0.3698109276524819,0.32353433368661794,0.4082584859442436,0.2811048643363481,M
